0 ; 141592 ; [7, 13, 3, 9, 10] ; 1864
0 ; 653589 ; [7, 13, 3, 9, 10] ; 1864
0 ; 793238 ; [7, 13, 3, 9, 10] ; 1864
0 ; 462643 ; [7, 13, 3, 9, 10] ; 1864
0 ; 383279 ; [7, 13, 3, 9, 10] ; 1864
0 ; 502884 ; [7, 13, 3, 9, 10] ; 1864
0 ; 197169 ; [7, 13, 3, 9, 10] ; 1864
0 ; 399375 ; [7, 13, 3, 9, 10] ; 1864
0 ; 105820 ; [7, 13, 3, 9, 10] ; 1864
0 ; 974944 ; [7, 13, 3, 9, 10] ; 1864
0 ; 592307 ; [7, 13, 3, 9, 10] ; 1864
0 ; 816406 ; [7, 13, 3, 9, 10] ; 1864
0 ; 286208 ; [7, 13, 3, 9, 10] ; 1864
0 ; 998628 ; [7, 13, 3, 9, 10] ; 1864
0 ; 34825 ; [7, 13, 3, 9, 10] ; 1864
0 ; 342117 ; [7, 13, 3, 9, 10] ; 1864
0 ; 67982 ; [7, 13, 3, 9, 10] ; 1864
0 ; 148086 ; [7, 13, 3, 9, 10] ; 1864
0 ; 513282 ; [7, 13, 3, 9, 10] ; 1864
0 ; 306647 ; [7, 13, 3, 9, 10] ; 1864
0 ; 93844 ; [7, 13, 3, 9, 10] ; 1864
0 ; 609550 ; [7, 13, 3, 9, 10] ; 1864
0 ; 582231 ; [7, 13, 3, 9, 10] ; 1864
0 ; 725359 ; [7, 13, 3, 9, 10] ; 1864
0 ; 408128 ; [7, 13, 3, 9, 10] ; 1864
0 ; 481117 ; [7, 13, 3, 9, 10] ; 1864
0 ; 450284 ; [7, 13, 3, 9, 10] ; 1864
0 ; 102701 ; [7, 13, 3, 9, 10] ; 1864
0 ; 938521 ; [7, 13, 3, 9, 10] ; 1864
0 ; 105559 ; [7, 13, 3, 9, 10] ; 1864
1 ; 141592 ; [7, 3, 11, 2, 1] ; 1502
1 ; 653589 ; [7, 3, 11, 2, 1] ; 1502
1 ; 793238 ; [7, 3, 11, 2, 1] ; 1502
1 ; 462643 ; [7, 3, 11, 2, 1] ; 1502
1 ; 383279 ; [7, 3, 11, 2, 1] ; 1502
1 ; 502884 ; [7, 3, 11, 2, 1] ; 1502
1 ; 197169 ; [7, 3, 11, 2, 1] ; 1502
1 ; 399375 ; [7, 3, 11, 2, 1] ; 1502
1 ; 105820 ; [7, 3, 11, 2, 1] ; 1502
1 ; 974944 ; [7, 3, 11, 2, 1] ; 1502
1 ; 592307 ; [7, 3, 11, 2, 1] ; 1502
1 ; 816406 ; [7, 3, 11, 2, 1] ; 1502
1 ; 286208 ; [7, 3, 11, 2, 1] ; 1502
1 ; 998628 ; [7, 3, 11, 2, 1] ; 1502
1 ; 34825 ; [7, 3, 11, 2, 1] ; 1502
1 ; 342117 ; [7, 3, 11, 2, 1] ; 1502
1 ; 67982 ; [7, 3, 11, 2, 1] ; 1502
1 ; 148086 ; [7, 3, 11, 2, 1] ; 1502
1 ; 513282 ; [7, 3, 11, 2, 1] ; 1502
1 ; 306647 ; [7, 3, 11, 2, 1] ; 1502
1 ; 93844 ; [7, 3, 11, 2, 1] ; 1502
1 ; 609550 ; [7, 3, 11, 2, 1] ; 1502
1 ; 582231 ; [7, 3, 11, 2, 1] ; 1502
1 ; 725359 ; [7, 3, 11, 2, 1] ; 1502
1 ; 408128 ; [7, 3, 11, 2, 1] ; 1502
1 ; 481117 ; [7, 3, 11, 2, 1] ; 1502
1 ; 450284 ; [7, 3, 11, 2, 1] ; 1502
1 ; 102701 ; [7, 3, 11, 2, 1] ; 1502
1 ; 938521 ; [7, 3, 11, 2, 1] ; 1502
1 ; 105559 ; [7, 3, 11, 2, 1] ; 1502
2 ; 141592 ; [2, 5, 3, 13, 11] ; 1429
2 ; 653589 ; [2, 5, 3, 13, 11] ; 1429
2 ; 793238 ; [2, 5, 3, 13, 11] ; 1429
2 ; 462643 ; [2, 5, 3, 13, 11] ; 1429
2 ; 383279 ; [2, 5, 3, 13, 11] ; 1429
2 ; 502884 ; [2, 5, 3, 13, 11] ; 1429
2 ; 197169 ; [2, 5, 3, 13, 11] ; 1429
2 ; 399375 ; [2, 5, 3, 13, 11] ; 1429
2 ; 105820 ; [2, 5, 3, 13, 11] ; 1429
2 ; 974944 ; [2, 5, 3, 13, 11] ; 1429
2 ; 592307 ; [2, 5, 3, 13, 11] ; 1429
2 ; 816406 ; [2, 5, 3, 13, 11] ; 1429
2 ; 286208 ; [2, 5, 3, 13, 11] ; 1429
2 ; 998628 ; [2, 5, 3, 13, 11] ; 1429
2 ; 34825 ; [2, 5, 3, 13, 11] ; 1429
2 ; 342117 ; [2, 5, 3, 13, 11] ; 1429
2 ; 67982 ; [2, 5, 3, 13, 11] ; 1429
2 ; 148086 ; [2, 5, 3, 13, 11] ; 1429
2 ; 513282 ; [2, 5, 3, 13, 11] ; 1429
2 ; 306647 ; [2, 5, 3, 13, 11] ; 1429
2 ; 93844 ; [2, 5, 3, 13, 11] ; 1429
2 ; 609550 ; [2, 5, 3, 13, 11] ; 1429
2 ; 582231 ; [2, 5, 3, 13, 11] ; 1429
2 ; 725359 ; [2, 5, 3, 13, 11] ; 1429
2 ; 408128 ; [2, 5, 3, 13, 11] ; 1429
2 ; 481117 ; [2, 5, 3, 13, 11] ; 1429
2 ; 450284 ; [2, 5, 3, 13, 11] ; 1429
2 ; 102701 ; [2, 5, 3, 13, 11] ; 1429
2 ; 938521 ; [2, 5, 3, 13, 11] ; 1429
2 ; 105559 ; [2, 5, 3, 13, 11] ; 1429
3 ; 141592 ; [3, 8, 4, 10, 13] ; 1743
3 ; 653589 ; [3, 8, 4, 10, 13] ; 1743
3 ; 793238 ; [3, 8, 4, 10, 13] ; 1743
3 ; 462643 ; [3, 8, 4, 10, 13] ; 1743
3 ; 383279 ; [3, 8, 4, 10, 13] ; 1743
3 ; 502884 ; [3, 8, 4, 10, 13] ; 1743
3 ; 197169 ; [3, 8, 4, 10, 13] ; 1743
3 ; 399375 ; [3, 8, 4, 10, 13] ; 1743
3 ; 105820 ; [3, 8, 4, 10, 13] ; 1743
3 ; 974944 ; [3, 8, 4, 10, 13] ; 1743
3 ; 592307 ; [3, 8, 4, 10, 13] ; 1743
3 ; 816406 ; [3, 8, 4, 10, 13] ; 1743
3 ; 286208 ; [3, 8, 4, 10, 13] ; 1743
3 ; 998628 ; [3, 8, 4, 10, 13] ; 1743
3 ; 34825 ; [3, 8, 4, 10, 13] ; 1743
3 ; 342117 ; [3, 8, 4, 10, 13] ; 1743
3 ; 67982 ; [3, 8, 4, 10, 13] ; 1743
3 ; 148086 ; [3, 8, 4, 10, 13] ; 1743
3 ; 513282 ; [3, 8, 4, 10, 13] ; 1743
3 ; 306647 ; [3, 8, 4, 10, 13] ; 1743
3 ; 93844 ; [3, 8, 4, 10, 13] ; 1743
3 ; 609550 ; [3, 8, 4, 10, 13] ; 1743
3 ; 582231 ; [3, 8, 4, 10, 13] ; 1743
3 ; 725359 ; [3, 8, 4, 10, 13] ; 1743
3 ; 408128 ; [3, 8, 4, 10, 13] ; 1743
3 ; 481117 ; [3, 8, 4, 10, 13] ; 1743
3 ; 450284 ; [3, 8, 4, 10, 13] ; 1743
3 ; 102701 ; [3, 8, 4, 10, 13] ; 1743
3 ; 938521 ; [3, 8, 4, 10, 13] ; 1743
3 ; 105559 ; [3, 8, 4, 10, 13] ; 1743
4 ; 141592 ; [12, 8, 7, 9, 4] ; 1542
4 ; 653589 ; [12, 8, 7, 9, 4] ; 1542
4 ; 793238 ; [12, 8, 7, 9, 4] ; 1542
4 ; 462643 ; [12, 8, 7, 9, 4] ; 1542
4 ; 383279 ; [12, 8, 7, 9, 4] ; 1542
4 ; 502884 ; [12, 8, 7, 9, 4] ; 1542
4 ; 197169 ; [12, 8, 7, 9, 4] ; 1542
4 ; 399375 ; [12, 8, 7, 9, 4] ; 1542
4 ; 105820 ; [12, 8, 7, 9, 4] ; 1542
4 ; 974944 ; [12, 8, 7, 9, 4] ; 1542
4 ; 592307 ; [12, 8, 7, 9, 4] ; 1542
4 ; 816406 ; [12, 8, 7, 9, 4] ; 1542
4 ; 286208 ; [12, 8, 7, 9, 4] ; 1542
4 ; 998628 ; [12, 8, 7, 9, 4] ; 1542
4 ; 34825 ; [12, 8, 7, 9, 4] ; 1542
4 ; 342117 ; [12, 8, 7, 9, 4] ; 1542
4 ; 67982 ; [12, 8, 7, 9, 4] ; 1542
4 ; 148086 ; [12, 8, 7, 9, 4] ; 1542
4 ; 513282 ; [12, 8, 7, 9, 4] ; 1542
4 ; 306647 ; [12, 8, 7, 9, 4] ; 1542
4 ; 93844 ; [12, 8, 7, 9, 4] ; 1542
4 ; 609550 ; [12, 8, 7, 9, 4] ; 1542
4 ; 582231 ; [12, 8, 7, 9, 4] ; 1542
4 ; 725359 ; [12, 8, 7, 9, 4] ; 1542
4 ; 408128 ; [12, 8, 7, 9, 4] ; 1542
4 ; 481117 ; [12, 8, 7, 9, 4] ; 1542
4 ; 450284 ; [12, 8, 7, 9, 4] ; 1542
4 ; 102701 ; [12, 8, 7, 9, 4] ; 1542
